text,label
"one senses in world traveler and in his earlier film that freundlich bears a grievous but obscure complaint against fathers , and circles it obsessively , without making contact",negative
"like life on the island , the movie grows boring despite the scenery",negative
"Sales climbed 19.2 pct to 1.002 bln eur , surpassing the 953 mln eur consensus figure .",positive
"watching this gentle , mesmerizing portrait of a man coming to terms with time , you barely realize your mind is being blown",positive
"at best , cletis tout might inspire a trip to the video store in search of a better movie experience",negative
"rymer does n't trust laughs and does n't conjure proper respect for followers of the whole dead undead genre , who deserve more from a vampire pic than a few shrieky special effects",negative
"a vivid , spicy footnote to history , and a movie that grips and holds you in rapt attention from start to finish",positive
"too much of the movie feels contrived , as if the filmmakers were worried the story would n't work without all those gimmicks",negative
"neither quite a comedy nor a romance , more of an impish divertissement of themes that interest attal and gainsbourg they live together the film has a lot of charm",positive
"lrb ramsay rrb visually transforms the dreary expanse of dead end distaste the characters inhabit into a poem of art , music and metaphor",positive
Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,positive
griffin co manage to be spectacularly outrageous,positive
"for the future , one hopes mr plympton will find room for one more member of his little band , a professional screenwriter",negative
you 'll know a star when you see one,positive
"once the downward spiral comes to pass , auto focus bears out as your typical junkie opera",negative
lacks dramatic punch and depth,negative
"all the sensuality , all the eroticism of a good vampire tale has been , pardon the pun , sucked out and replaced by goth goofiness",negative
a sloppy slapstick throwback to long gone bottom of the bill fare like the ghost and mr chicken,negative
"`` After a long , unprofitable period the Food Division posted a profitable result , which speaks of a healthier cost structure and a new approach in business operations , '' Rihko said .",positive
a film about female friendship that men can embrace and women will talk about for hours,positive
"satin rouge is not a new , or inventive , journey , but it 's encouraging to see a three dimensional , average , middle aged woman 's experience of self discovery handled with such sensitivity",positive
"a dull , somnambulant exercise in pretension whose pervasive quiet is broken by frequent outbursts of violence and noise",negative
"like the excruciating end of days , collateral damage presents schwarzenegger as a tragic figure , but sympathy really belongs with any viewer forced to watch him try out so many complicated facial expressions",negative
not completely loveable but what underdog movie since the bad news bears has been ?,negative
"an undeniably moving film to experience , and ultimately that 's what makes it worth a recommendation",positive
a small movie with a big heart,positive
"a stupid , derivative horror film that substitutes extreme gore for suspense",negative
video games are more involving than this mess,negative
"fresh and raw like a blown out vein , narc takes a walking dead , cop flick subgenre and beats new life into it",positive
"jae eun jeong 's take care of my cat brings a beguiling freshness to a coming of age story with such a buoyant , expressive flow of images that it emerges as another key contribution to the flowering of the south korean cinema",positive
screenwriter dan schneider and director shawn levy substitute volume and primary colors for humor and bite,positive
it 's not original enough,negative
"all right , so it 's not a brilliant piece of filmmaking , but it is a funny lrb sometimes hilarious rrb comedy with a deft sense of humor about itself , a playful spirit and a game cast",positive
"at its most basic , this cartoon adventure is that wind in the hair exhilarating",positive
brave and sweetly rendered love story,positive
"a surprisingly flat retread , hobbled by half baked setups and sluggish pacing",negative
a gripping documentary that reveals how deep the antagonism lies in war torn jerusalem,positive
caviezel embodies the transformation of his character completely,positive
"has all the hallmarks of a movie designed strictly for children 's home video , a market so insatiable it absorbs all manner of lame entertainment , as long as 3 year olds find it diverting",negative
Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier .,positive
"the art direction is often exquisite , and the anthropomorphic animal characters are beautifully realized through clever makeup design , leaving one to hope that the eventual dvd release will offer subtitles and the original italian language soundtrack",positive
pretty good little movie,positive
"the self serious equilibrium makes its point too well a movie , like life , is n't much fun without the highs and lows",negative
"lrb kline 's rrb utterly convincing and deeply appealing as a noble teacher who embraces a strict moral code , and as a flawed human being who ca n't quite live up to it",positive
"an inconsequential , barely there bit of piffle",negative
directors brett morgen and nanette burstein have put together a bold biographical fantasia,positive
an engrossing and grim portrait of hookers what they think of themselves and their clients,positive
one of the most exciting action films to come out of china in recent years,positive
Prices and delivery volumes of broadband products decreased significantly in 2005 .,negative
maintains your interest until the end and even leaves you with a few lingering animated thoughts,positive
"a spoof comedy that carries its share of laughs sometimes a chuckle , sometimes a guffaw and , to my great pleasure , the occasional belly laugh",positive
"infidelity drama is nicely shot , well edited and features a standout performance by diane lane",positive
there 's nothing to gain from watching they,negative
"with this masterful , flawless film , lrb wang rrb emerges in the front ranks of china 's now numerous , world renowned filmmakers",positive
"the film fearlessly gets under the skin of the people involved this makes it not only a detailed historical document , but an engaging and moving portrait of a subculture",positive
"in the wake of saving private ryan , black hawk down and we were soldiers , you are likely to be as heartily sick of mayhem as cage 's war weary marine",negative
"the film 's trailer also looked like crap , so crap is what i was expecting",negative
"there are n't too many films that can be as simultaneously funny , offbeat and heartwarming lrb without a thick shmear of the goo , at least rrb , but `` elling '' manages to do all three quite well , making it one of the year 's most enjoyable releases",positive
if you recognize zeus lrb the dog from snatch rrb it will make you wish you were at home watching that movie instead of in the theater watching this one,negative
"noyce 's greatest mistake is thinking that we needed sweeping , dramatic , hollywood moments to keep us",negative
"what might have been readily dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention takes a surprising , subtle turn at the midway point",negative
"post september 11 , `` the sum of all fears '' seems more tacky and reprehensible , manipulating our collective fear without bestowing the subject with the intelligence or sincerity it unequivocally deserves",negative
there 's a whole heap of nothing at the core of this slight coming of age coming out tale,negative
he does this so well you do n't have the slightest difficulty accepting him in the role,positive
begins like a docu drama but builds its multi character story with a flourish,positive
diaz wears out her welcome in her most charmless performance,negative
"beautifully shot against the frozen winter landscapes of grenoble and geneva , the film unfolds with all the mounting tension of an expert thriller , until the tragedy beneath it all gradually reveals itself",positive
a cleverly crafted but ultimately hollow mockumentary,negative
it 's so devoid of joy and energy it makes even jason x look positively shakesperean by comparison,negative
"if ever such a dependable concept was botched in execution , this is it",negative
"it 's a wonderful , sobering , heart felt drama",positive
this picture is mostly a lump of run of the mill profanity sprinkled with a few remarks so geared toward engendering audience sympathy that you might think he was running for office or trying to win over a probation officer,negative
it 's impossible to indulge the fanciful daydreams of janice beard lrb eileen walsh rrb when her real life persona is so charmless and vacant,negative
"to the civilized mind , a movie like ballistic ecks vs sever is more of an ordeal than an amusement",negative
"moretti is the rare common man artist who 's wise enough to recognize that there are few things in this world more complex and , as it turns out , more fragile than happiness",positive
"director tom dey demonstrated a knack for mixing action and idiosyncratic humor in his charming 2000 debut shanghai noon , but showtime 's uninspired send up of tv cop show cliches mostly leaves him shooting blanks",positive
a rehash of every gangster movie from the past decade,negative
"Last week , the Finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company 's strategic goal of becoming the world 's largest stainless steel maker .",positive
"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn .",negative
despite the surface attractions conrad l hall 's cinematography will likely be nominated for an oscar next year there 's something impressive and yet lacking about everything,positive
"as a story of dramatic enlightenment , the screenplay by billy ray and terry george leaves something to be desired",negative
"Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros last year , a rise of 20.4 percent from 12.49 million euros in 2004 .",positive
"Markets had been expecting a poor performance , and the company 's stock was up 6 percent at  x20ac 23.89 US$ 33.84 in early afternoon trading in Helsinki .",positive
"a film neither bitter nor sweet , neither romantic nor comedic , neither warm nor fuzzy",positive
"it 's all about anakin and the lustrous polished visuals rich in color and creativity and , of course , special effect",positive
you 'll just have your head in your hands wondering why lee 's character did n't just go to a bank manager and save everyone the misery,negative
"it 's a feel bad ending for a depressing story that throws a bunch of hot button items in the viewer 's face and asks to be seen as hip , winking social commentary",negative
"Metsaliitto , however , narrowed its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago .",positive
sheridan 's take on the author 's schoolboy memoir is a rather toothless take on a hard young life,negative
it is definitely worth seeing,positive
spare but quietly effective retelling,positive
"large budget notwithstanding , the movie is such a blip on the year 's radar screen that it 's tempting just to go with it for the ride",positive
kudos to the most enchanting film of the year,positive
"a thoroughly engaging , surprisingly touching british comedy",positive
moves in such odd plot directions and descends into such message mongering moralism that its good qualities are obscured,negative
"as the princess , sorvino glides gracefully from male persona to female without missing a beat",positive
With this appointment Kaupthing Bank aims to further co-ordinate Capital Markets activities within the Group and to improve the overall service to clients .,positive
but it does somehow manage to get you under its spell,positive
"it 's a wise and powerful tale of race and culture forcefully told , with superb performances throughout",positive
Finnish construction group Lemmink+ñinen has been awarded two road building contracts by the Lithuanian transport administration .,positive
the problem is the needlessly poor quality of its archival prints and film footage,negative
the film 's desire to be liked sometimes undermines the possibility for an exploration of the thornier aspects of the nature nurture argument in regards to homosexuality,negative
"just when you think you are making sense of it , something happens that tells you there is no sense",negative
"the first tunisian film i have ever seen , and it 's also probably the most good hearted yet sensual entertainment i 'm likely to see all year",positive
judith and zaza 's extended bedroom sequence is so intimate and sensual and funny and psychologically self revealing that it makes most of what passes for sex in the movies look like cheap hysterics,positive
it 's hard to pity the ` plain ' girl who becomes a ravishing waif after applying a smear of lip gloss,negative
"the characters , cast in impossibly contrived situations , are totally estranged from reality",negative
"the result is a powerful , naturally dramatic piece of low budget filmmaking",positive
"broder 's screenplay is shallow , offensive and redundant , with pitifully few real laughs",negative
Finnish handling systems company Cargotec Oyj ( HEL : CGCBV ) said today that it won a EUR 13 million ( USD 16.6 m ) contract to deliver MacGregor hatch covers for ships ordered by Norwegian shipowner Grieg Shipping .,positive
Finnish metal industry solutions supplier Outotec Oyj net profit rose to 50.4 mln euro ( $ 72.5 mln ) for the first nine months of 2007 from 20.1 mln euro ( $ 28.9 mln ) for the same period of 2006 .,positive
"the screenplay by james eric , james horton and director peter o'fallon is so pat it makes your teeth hurt",negative
"much of the digitally altered footage appears jagged , as if filmed directly from a television monitor , while the extensive use of stock footage quickly becomes a tiresome clich",negative
"not counting a few gross out comedies i 've been trying to forget , this is the first film in a long time that made me want to bolt the theater in the first 10 minutes",negative
it 's a bad action movie because there 's no rooting interest and the spectacle is grotesque and boring,negative
the pool drowned me in boredom,negative
puts on airs of a hal hartley wannabe film without the vital comic ingredient of the hilarious writer director himself,negative
"as a good old fashioned adventure for kids , spirit stallion of the cimarron is a winner",positive
"in its own way , joshua is as blasphemous and nonsensical as a luis bu uel film without the latter 's attendant intelligence , poetry , passion , and genius",negative
this is a movie where the most notable observation is how long you 've been sitting still,negative
"In addition , Cramo and Peab have signed exclusive five-year rental agreements in Finland and have extended their existing rental agreements in the Swedish market for another five years .",positive
"sadly , ` garth ' has n't progressed as nicely as ` wayne '",negative
"cineasts will revel in those visual in jokes , as in the film 's verbal pokes at everything from the likes of miramax chief harvey weinstein 's bluff personal style to the stylistic rigors of denmark 's dogma movement",positive
this stuck pig of a movie flails limply between bizarre comedy and pallid horror,negative
"The Finnish government announced Wednesday that it sold a 32 percent stake in chemicals and fertilizer group Kemira Oyj for (  x20ac ) 655.6 million ( $ 890US million ) , sending the company 's share price up 6 percent .",positive
"a solid , spooky entertainment worthy of the price of a ticket",positive
Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .,positive
"fontaine masterfully creates a portrait of two strong men in conflict , inextricably entwined through family history , each seeing himself in the other , neither liking what he sees",positive
yet why it fails is a riddle wrapped in a mystery inside an enigma,negative
"informative , intriguing , observant , often touching gives a human face to what 's often discussed in purely abstract terms",positive
"the power of shanghai ghetto , a documentary by dana janklowicz mann and amir mann , rests in the voices of men and women , now in their 70s , who lived there in the 1940s",positive
"the movie is concocted and carried out by folks worthy of scorn , and the nicest thing i can say is that i ca n't remember a single name responsible for it",negative
amazingly dopey,positive
"although visually striking and slickly staged , it 's also cold , grey , antiseptic and emotionally desiccated",negative
"( ADP News ) - Dec 11 , 2008 - Finnish construction and engineering company Outotec Oyj ( OMX : OTE1V ) said today it won a EUR 28 million ( USD 36.8 m ) order to expand the phosphate concentrator in Siilinjarvi of Norwegian minera",positive
` By separating side businesses we will be able to faster expand and develop Tapro retail network .,positive
lrb a rrb satisfying niblet,positive
"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 .",positive
"the only camouflage carvey should now be considering is a paper bag to wear over his head when he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers",negative
director charles stone iii applies more detail to the film 's music than to the story line what 's best about drumline is its energy,positive
yet another arnold vehicle that fails to make adequate use of his particular talents,negative
"the film 's strength is n't in its details , but in the larger picture it paints of a culture in conflict with itself , with the thin veneer of nationalism that covers our deepest , media soaked fears",positive
"In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 .",positive
"whether this is art imitating life or life imitating art , it 's an unhappy situation all around",negative
the dragons are the real stars of reign of fire and you wo n't be disappointed,positive
"dog soldiers does n't transcend genre it embraces it , energizes it and takes big bloody chomps out of it",positive
"For the first nine months of 2010 , the company 's net profit rose to EUR41m from EUR30m for the corresponding period of 2009 .",positive
lrb the film 's rrb taste for `` shock humor '' will wear thin on all but those weaned on the comedy of tom green and the farrelly brothers,negative
more tiring than anything,negative
but they do n't fit well together and neither is well told,negative
every joke is repeated at least four times,negative
a quietly moving look back at what it was to be iranian american in 1979,positive
"it 's more enjoyable than i expected , though , and that 's because the laughs come from fairly basic comedic constructs",positive
"Uponor made an operating profit of EUR 151.0 mn , up from EUR 143.7 mn , which made 2007 a record year .",positive
"it seems impossible that an epic four hour indian musical about a cricket game could be this good , but it is",positive
miller has crafted an intriguing story of maternal instincts and misguided acts of affection,positive
"it winds up moving in many directions as it searches lrb vainly , i think rrb for something fresh to say",negative
"tykwer 's surface flash is n't just a poor fit with kieslowski 's lyrical pessimism it completely contradicts everything kieslowski 's work aspired to , including the condition of art",negative
"According to Finnish petrol station chain St1 's managing director Kim Wiio , the company was forced to make purchases with rising prices in the first half of 2008 , and now consumer prices are going down almost daily due to competition .",negative
"you need n't be steeped in '50s sociology , pop culture or movie lore to appreciate the emotional depth of haynes ' work",positive
the colorful masseur wastes its time on mood rather than riding with the inherent absurdity of ganesh 's rise up the social ladder,negative
see it for his performance if nothing else,positive
should have gone straight to video,negative
suffers from a flat script and a low budget,negative
not even felinni would know what to make of this italian freakshow,negative
"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan .",negative
Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 .,negative
big mistake,negative
"a profoundly stupid affair , populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility",negative
Marimekko Group 's full-year net sales are estimated to increase by about 10 % .,positive
"Viking Line 's cargo revenue increased by 5.4 % to EUR 21.46 mn , and cargo volume increased by 2.4 % to 70,116 cargo units .",positive
has a customarily jovial air but a deficit of flim flam inventiveness,negative
"lrb less a movie than rrb an appalling , odoriferous thing so rotten in almost every single facet of production that you 'll want to crawl up your own in embarrassment",negative
"Finnish Sampo Bank , of Danish Danske Bank group , reports profit before taxes of EUR 152.3 mn in 2010 , up from EUR 32.7 mn in 2009 .",positive
"originality ai n't on the menu , but there 's never a dull moment in the giant spider invasion comic chiller",positive
"the story is far flung , illogical , and plain stupid",negative
this is one of those war movies that focuses on human interaction rather than battle and action sequences and it 's all the stronger because of it,positive
"less a story than an inexplicable nightmare , right down to the population 's shrugging acceptance to each new horror",negative
"outside of burger 's desire to make some kind of film , it 's really unclear why this project was undertaken",negative
such a bad movie that its luckiest viewers will be seated next to one of those ignorant pinheads who talk throughout the show,negative
"despite its faults , gangs excels in spectacle and pacing",positive
"there 's not a spark of new inspiration in it , just more of the same , done with noticeably less energy and imagination",negative
"thought provoking and stylish , if also somewhat hermetic",positive
"hits every cliche we 've come to expect , including the assumption that `` crazy '' people are innocent , childlike and inherently funny",negative
"for this sort of thing to work , we need agile performers , but the proficient , dull sorvino has no light touch , and rodan is out of his league",negative
- Net sales for the period are expected to fall well below that of last year and the result after non-recurring items is expected to be in the red .,negative
you have to see it,positive
"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .",positive
a flick about our infantilized culture that is n't entirely infantile,positive
an alternately fascinating and frustrating documentary,positive
"while it 's nothing we have n't seen before from murphy , i spy is still fun and enjoyable and so aggressively silly that it 's more than a worthwhile effort",positive
"features nonsensical and laughable plotting , wooden performances , ineptly directed action sequences and some of the worst dialogue in recent memory",negative
"a weird little movie that 's amusing enough while you watch it , offering fine acting moments and pungent insights into modern l a 's show biz and media subcultures",positive
"you can almost see mendes and company getting together before a single frame had been shot and collectively vowing , ` this is going to be something really good '",positive
degenerates into hogwash,negative
snow dogs finds its humour in a black man getting humiliated by a pack of dogs who are smarter than him,negative
will give many ministers and bible study groups hours of material to discuss,positive
` christian bale 's quinn lrb is rrb a leather clad grunge pirate with a hairdo like gandalf in a wind tunnel and a simply astounding cor blimey luv a duck cockney accent ',negative
"mike white 's deft combination of serious subject matter and dark , funny humor make `` the good girl '' a film worth watching",positive
"as satisfyingly odd and intriguing a tale as it was a century and a half ago has a delightfully dour , deadpan tone and stylistic consistency",positive
"this would be ` james bond for the extreme generation ' pic is one big , dumb action movie",negative
"there are some laughs in this movie , but williams ' anarchy gets tiresome , the satire is weak",negative
stiff and schmaltzy and clumsily directed,negative
"seemingly disgusted with the lazy material and the finished product 's unshapely look , director fisher stevens inexplicably dips key moments from the film in waking life water colors",negative
"a solid cast , assured direction and complete lack of modern day irony",positive
"in fact , it does n't even seem like she tried",negative
"as predictable as the outcome of a globetrotters generals game , juwanna mann is even more ludicrous than you 'd expect from the guy in a dress genre , and a personal low for everyone involved",negative
"the audience when i saw this one was chuckling at all the wrong times , and that 's a bad sign when they 're supposed to be having a collective heart attack",negative
"Profit before taxes decreased by 9 % to EUR 187.8 mn in the first nine months of 2008 , compared to EUR 207.1 mn a year earlier .",negative
the solid filmmaking and convincing characters makes this a high water mark for this genre,positive
as lively an account as seinfeld is deadpan,negative
"even when there are lulls , the emotions seem authentic , and the picture is so lovely toward the end you almost do n't notice the 129 minute running time",positive
"for all the wit and hoopla , festival in cannes offers rare insight into the structure of relationships",positive
"even before it builds up to its insanely staged ballroom scene , in which 3000 actors appear in full regalia , it 's waltzed itself into the art film pantheon",positive
"the tale of her passionate , tumultuous affair with musset unfolds as sand 's masculine persona , with its love of life and beauty , takes form",positive
"i 've never seen lrb a remake rrb do anything as stomach turning as the way adam sandler 's new movie rapes , pillages and incinerates frank capra 's classic",negative
promises is a compelling piece that demonstrates just how well children can be trained to live out and carry on their parents ' anguish,positive
begins on a high note and sustains it beautifully,positive
that chirpy songbird britney spears has popped up with more mindless drivel,negative
"LONDON AFX - Shares in Rautaruukki Corp have been upgraded to ` hold ' from ` sell ' by ABN Amro , with the price target raised to 25.75 eur from 14.5 , said dealers .",positive
"the year 's greatest adventure , and jackson 's limited but enthusiastic adaptation has made literature literal without killing its soul a feat any thinking person is bound to appreciate",positive
"despite besson 's high profile name being wasabi 's big selling point , there is no doubt that krawczyk deserves a huge amount of the credit for the film 's thoroughly winning tone",positive
a serious movie with serious ideas,positive
it aimlessly and unsuccessfully attempts to fuse at least three dull plots into one good one,negative
a french film with a more down home flavor,positive
you 'll cry for your money back,negative
"may lack the pungent bite of its title , but it 's an enjoyable trifle nonetheless",positive
among the many pleasures are the lively intelligence of the artists and their perceptiveness about their own situations,positive
"a standard police oriented drama that , were it not for de niro 's participation , would have likely wound up a tnt original",negative
"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for Oriola-KD , supports the Finnish company 's strategy to focus on pharmaceutical wholesale and retail operations .",positive
"this makes minority report necessary viewing for sci fi fans , as the film has some of the best special effects ever",positive
"winds up being both revelatory and narcissistic , achieving some honest insight into relationships that most high concept films candy coat with pat storylines , precious circumstances and beautiful stars",positive
"For the first nine months of 2010 , Talvivaara 's net loss narrowed to EUR 8.3 million from EUR 21.9 million for the same period of 2009 .",positive
Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009 .,positive
"though jones and snipes are enthralling , the movie bogs down in rhetoric and clich",negative
a dramatic comedy as pleasantly dishonest and pat as any hollywood fluff,negative
"the film has an infectious enthusiasm and we 're touched by the film 's conviction that all life centered on that place , that time and that sport",positive
the humor and humanity of monsoon wedding are in perfect balance,positive
"the film 's considered approach to its subject matter is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama '",negative
perhaps the grossest movie ever made,negative
"violent , vulgar and forgettably entertaining",negative
"the film has the thrown together feel of a summer camp talent show hastily written , underrehearsed , arbitrarily plotted and filled with crude humor and vulgar innuendo",negative
"on top of a foundering performance , lrb madonna 's rrb denied her own athleticism by lighting that emphasizes every line and sag",negative
the film presents visceral and dangerously honest revelations about the men and machines behind the curtains of our planet,positive
it 's like an all star salute to disney 's cheesy commercialism,negative
this is just lazy writing,negative
full frontal had no effect and elicited no sympathies for any of the characters,negative
"standing in the shadows of motown is the best kind of documentary , one that makes a depleted yesterday feel very much like a brand new tomorrow",positive
"77 minutes of pokemon may not last 4ever , it just seems like it does",negative
the adventures of pluto nash is a whole lot of nada,negative
you leave feeling like you 've endured a long workout without your pulse ever racing,negative
"it 's a beautiful film , full of elaborate and twisted characters and it 's also pretty funny",positive
"an ugly , pointless , stupid movie",negative
"in all the annals of the movies , few films have been this odd , inexplicable and unpleasant",negative
A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,negative
"sheridan is painfully bad , a fourth rate jim carrey who does n't understand the difference between dumb fun and just plain dumb",negative
certainly the big finish was n't something galinsky and hawley could have planned for but part of being a good documentarian is being there when the rope snaps,positive
"Operating profit totalled EUR 0.4 mn , up from an operating loss of EUR 0.8 mn year-on-year .",positive
the problematic characters and overly convenient plot twists foul up shum 's good intentions,negative
"wendigo wants to be a monster movie for the art house crowd , but it falls into the trap of pretention almost every time",negative
"an intelligent , multi layered and profoundly humanist lrb not to mention gently political rrb meditation on the values of knowledge , education , and the affects of cultural and geographical displacement",positive
"all three descriptions suit evelyn , a besotted and obvious drama that tells us nothing new",negative
"a few zingers aside , the writing is indifferent , and jordan brady 's direction is prosaic",negative
"what sets it apart is the vision that taymor , the avant garde director of broadway 's the lion king and the film titus , brings",positive
"the heart of the film is a touching reflection on aging , suffering and the prospect of death",positive
"just a string of stale gags , with no good inside dope , and no particular bite",negative
"much like its easily dismissive take on the upscale lifestyle , there is n't much there here",negative
"According to Atria 's President and CEO Matti Tikkakoski , the company 's Swedish operations significantly improved in the first quarter .",positive
"the whole affair , true story or not , feels incredibly hokey lrb it rrb comes off like a hallmark commercial",negative
- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs .,positive
"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .",positive
becomes the last thing you would expect from a film with this title or indeed from any plympton film boring,negative
"one of those films where the characters inhabit that special annex of hell where adults behave like kids , children behave like adults and everyone screams at the top of their lungs no matter what the situation",negative
"according to the script , grant and bullock 's characters are made for each other",positive
diane lane 's sophisticated performance ca n't rescue adrian lyne 's unfaithful from its sleazy moralizing,negative
"a bit of a downer and a little over dramatic at times , but this is a beautiful film for people who like their romances to have that french realism",positive
murder by numbers just does n't add up,negative
and we do n't avert our eyes for a moment,positive
a movie that harps on media constructed ` issues ' like whether compromise is the death of self this orgasm lrb wo n't be an rrb exceedingly memorable one for most people,negative
a tone poem of transgression,positive
the screenwriters dig themselves in deeper every time they toss logic and science into what is essentially a `` dungeons and dragons '' fantasy with modern military weaponry,negative
"if you 're looking for an intelligent movie in which you can release your pent up anger , enough is just the ticket you need",positive
it 's probably not easy to make such a worthless film,negative
the big ending surprise almost saves the movie,positive
"a compassionate , moving portrait of an american lrb and an america rrb always reaching for something just outside his grasp",positive
an alternately raucous and sappy ethnic sitcom you 'd be wise to send your regrets,negative
every conceivable mistake a director could make in filming opera has been perpetrated here,negative
"diaz , applegate , blair and posey are suitably kooky which should appeal to women and they strip down often enough to keep men alert , if not amused",positive
a captivating and intimate study about dying and loving,positive
"a bizarre piece of work , with premise and dialogue at the level of kids ' television and plot threads as morose as teen pregnancy , rape and suspected murder",negative
interesting both as a historical study and as a tragic love story,positive
suffers from all the excesses of the genre,negative
lrb stephen rrb earnhart 's film is more about the optimism of a group of people who are struggling to give themselves a better lot in life than the ones they currently have,positive
"In the Baltic countries , sales fell by 40.2 % , and in Russia , by 23.2 % in terms of euros , and by 10.7 % in terms of local currency .",negative
"a fascinating , unnerving examination of the delusions of one unstable man",positive
you can not guess why the cast and crew did n't sign a pact to burn the negative and the script and pretend the whole thing never existed,negative
"Talentum expects that the net sales of its core business will increase in 2008 , compared to 2007 .",positive
depressingly thin and exhaustingly contrived,negative
nothing more or less than an outright bodice ripper it should have ditched the artsy pretensions and revelled in the entertaining shallows,negative
"a naturally funny film , home movie makes you crave chris smith 's next movie",positive
"a droll , bitchy frolic which pokes fun at the price of popularity and small town pretension in the lone star state",negative
"depicts the sorriest and most sordid of human behavior on the screen , then laughs at how clever it 's being",negative
"starts out mediocre , spirals downward , and thuds to the bottom of the pool with an utterly incompetent conclusion",negative
the hypnotic imagery and fragmentary tale explore the connections between place and personal identity,positive
gaghan has thrown every suspenseful clich in the book at this nonsensical story,negative
a movie of technical skill and rare depth of intellect and feeling,positive
"philosophically , intellectually and logistically a mess",negative
The bank sees a potential for Getinge share to rise .,positive
"an ambitious movie that , like shiner 's organizing of the big fight , pulls off enough of its effects to make up for the ones that do n't come off",positive
"two big things are missing anything approaching a visceral kick , and anything approaching even a vague reason to sit through it all",negative
"Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009 , up from EUR 37.3 mn in the corresponding period in 2008 .",positive
"we assume he had a bad run in the market or a costly divorce , because there is no earthly reason other than money why this distinguished actor would stoop so low",negative
"bill morrison 's decasia is uncompromising , difficult and unbearably beautiful",positive
"when your subject is illusion versus reality , should n't the reality seem at least passably real ?",negative
"waydowntown may not be an important movie , or even a good one , but it provides a nice change of mindless pace in collision with the hot oscar season currently underway",positive
"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 .",negative
"` linklater fans , or pretentious types who want to appear avant garde will suck up to this project '",negative
"it 's a boring movie about a boring man , made watchable by a bravura performance from a consummate actor incapable of being boring",positive
read my lips is to be viewed and treasured for its extraordinary intelligence and originality as well as its lyrical variations on the game of love,positive
"may be more genial than ingenious , but it gets the job done",positive
richly entertaining and suggestive of any number of metaphorical readings,positive
this is n't even a movie we can enjoy as mild escapism it is one in which fear and frustration are provoked to intolerable levels,negative
"though the aboriginal aspect lends the ending an extraordinary poignancy , and the story itself could be played out in any working class community in the nation",positive
demonstrates a vivid imagination and an impressive style that result in some terrific setpieces,positive
"though this saga would be terrific to read about , it is dicey screen material that only a genius should touch",positive
sewer rats could watch this movie and be so skeeved out that they 'd need a shower,negative
"perfectly pitched between comedy and tragedy , hope and despair , about schmidt instead comes far closer than many movies to expressing the way many of us live someplace between consuming self absorption and insistently demanding otherness",positive
"the movie is genial but never inspired , and little about it will stay with you",negative
"there 's a delightfully quirky movie to be made from curling , but brooms is n't it",negative
"much credit must be given to the water camera operating team of don king , sonny miller , and michael stewart",positive
dignified ceo 's meet at a rustic retreat and pee against a tree,negative
"comedian , like its subjects , delivers the goods and audiences will have a fun , no frills ride",positive
"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .",positive
"it 's far from a frothy piece , and the characters are complex , laden with plenty of baggage and tinged with tragic undertones",positive
